OBJECTID,GEOID_Data,B01001e1,GEOID
994,05000US20207,3178,20207
995,05000US20209,163227,20209
996,05000US21001,19304,21001
997,05000US21003,20628,21003
998,05000US21005,22017,21005
999,05000US21007,8152,21007
1000,05000US21009,43418,21009
1001,05000US21011,12189,21011
1002,05000US21013,27469,21013
1003,05000US21015,127682,21015
1004,05000US21017,20017,21017
1005,05000US21019,48486,21019
1006,05000US21021,29773,21021
1007,05000US21023,8330,21023
1008,05000US21025,13276,21025
1009,05000US21027,19991,21027
1010,05000US21029,78622,21029
1011,05000US21031,12735,21031
1012,05000US21033,12747,21033
1013,05000US21035,38616,21035
1014,05000US21037,91804,21037
1015,05000US21039,4890,21039
1016,05000US21041,10695,21041
1017,05000US21043,27385,21043
1018,05000US21045,15805,21045
1019,05000US21047,72438,21047
1020,05000US21049,35757,21049
1021,05000US21051,20866,21051
1022,05000US21053,10208,21053
1023,05000US21055,9154,21055
1024,05000US21057,6744,21057
1025,05000US21059,99258,21059
1026,05000US21061,12063,21061
1027,05000US21063,7533,21063
1028,05000US21065,14382,21065
1029,05000US21067,315109,21067
1030,05000US21069,14515,21069
1031,05000US21071,37447,21071
1032,05000US21073,49969,21073
1033,05000US21075,6259,21075
1034,05000US21077,8652,21077
1035,05000US21079,17226,21079
1036,05000US21081,24800,21081
1037,05000US21083,37259,21083
1038,05000US21085,26129,21085
1039,05000US21087,11044,21087
1040,05000US21089,36012,21089
1041,05000US21091,8700,21091
1042,05000US21093,107699,21093
1043,05000US21095,27548,21095
1044,05000US21097,18630,21097
1045,05000US21099,18531,21099
1046,05000US21101,46252,21101
1047,05000US21103,15677,21103
1048,05000US21105,4625,21105
1049,05000US21107,45985,21107
1050,05000US21109,13369,21109
1051,05000US21111,764378,21111
1052,05000US21113,51667,21113
1053,05000US21115,23064,21115
1054,05000US21117,163987,21117
1055,05000US21119,15690,21119
1056,05000US21121,31424,21121
1057,05000US21123,14102,21123
1058,05000US21125,59901,21125
1059,05000US21127,15844,21127
1060,05000US21129,6717,21129
1061,05000US21131,10648,21131
1062,05000US21133,23011,21133
1063,05000US21135,13565,21135
1064,05000US21137,24413,21137
1065,05000US21139,9288,21139
1066,05000US21141,26847,21141
1067,05000US21143,8268,21143
1068,05000US21145,65285,21145
1069,05000US21147,17748,21147
1070,05000US21149,9361,21149
1071,05000US21151,88376,21151
1072,05000US21153,12783,21153
1073,05000US21155,19335,21155
1074,05000US21157,31177,21157
1075,05000US21159,12175,21159
1076,05000US21161,17167,21161
1077,05000US21163,28452,21163
1078,05000US21165,6381,21165
1079,05000US21167,21378,21167
1080,05000US21169,9990,21169
1081,05000US21171,10645,21171
1082,05000US21173,27550,21173
1083,05000US21175,13281,21175
1084,05000US21177,31153,21177
1085,05000US21179,45131,21179
1086,05000US21181,7061,21181
1087,05000US21183,24062,21183
1088,05000US21185,64633,21185
1089,05000US21187,10686,21187
1090,05000US21189,4497,21189
1091,05000US21191,14530,21191
1092,05000US21193,27329,21193
1093,05000US21195,61586,21195
1094,05000US21197,12349,21197
1095,05000US21199,63974,21199
1096,05000US21201,2161,21201
1097,05000US21203,16815,21203
1098,05000US21205,24392,21205
1099,05000US21207,17731,21207
1100,05000US21209,52322,21209
1101,05000US21211,45831,21211
1102,05000US21213,17881,21213
1103,05000US21215,18012,21215
1104,05000US21217,25406,21217
1105,05000US21219,12377,21219
1106,05000US21221,14286,21221
1107,05000US21223,8697,21223
1108,05000US21225,14915,21225
1109,05000US21227,123824,21227
1110,05000US21229,11999,21229
1111,05000US21231,20692,21231
1112,05000US21233,13180,21233
1113,05000US21235,36027,21235
1114,05000US21237,7251,21237
1115,05000US21239,25817,21239
1116,05000US22001,62607,22001
1117,05000US22003,25667,22003
1118,05000US22005,119129,22005
1119,05000US22007,22881,22007
1120,05000US22009,41095,22009
1121,05000US22011,36598,22011
1122,05000US22013,13806,22013
1123,05000US22015,125698,22015
1124,05000US22017,251069,22017
1125,05000US22019,198753,22019
1126,05000US22021,10000,22021
1127,05000US22023,6806,22023
1128,05000US22025,10044,22025
1129,05000US22027,16296,22027
1130,05000US22029,20211,22029
1131,05000US22031,27164,22031
1132,05000US22033,446167,22033
1133,05000US22035,7318,22035
1134,05000US22037,19553,22037
1135,05000US22039,33750,22039
1136,05000US22041,20388,22041
1137,05000US22043,22305,22043
1138,05000US22045,73346,22045
1139,05000US22047,33122,22047
1140,05000US22049,15952,22049
1141,05000US22051,437038,22051
1142,05000US22053,31405,22053
1143,05000US22055,238230,22055
1144,05000US22057,98112,22057
1145,05000US22059,14930,22059
1146,05000US22061,47536,22061
1147,05000US22063,137096,22063
1148,05000US22065,11616,22065
1149,05000US22067,26290,22067
1150,05000US22069,39051,22069
1151,05000US22071,388182,22071
1152,05000US22073,156433,22073
1153,05000US22075,23394,22075
1154,05000US22077,22271,22077
1155,05000US22079,132080,22079
1156,05000US22081,8723,22081
1157,05000US22083,20619,22083
1158,05000US22085,24145,22085
1159,05000US22087,45067,22087
1160,05000US22089,52728,22089
1161,05000US22091,10509,22091
1162,05000US22093,21485,22093
1163,05000US22095,43565,22095
1164,05000US22097,83580,22097
1165,05000US22099,53609,22099
1166,05000US22101,52578,22101
1167,05000US22103,249201,22103
1168,05000US22105,128850,22105
1169,05000US22107,4771,22107
1170,05000US22109,113067,22109
1171,05000US22111,22537,22111
1172,05000US22113,59841,22113
1173,05000US22115,51906,22115
1174,05000US22117,46449,22117
1175,05000US22119,40043,22119
1176,05000US22121,25518,22121
1177,05000US22123,11274,22123
1178,05000US22125,15376,22125
1179,05000US22127,14631,22127
1180,05000US23001,107317,23001
1181,05000US23003,68840,23003
1182,05000US23005,289173,23005
1183,05000US23007,30177,23007
1184,05000US23009,54468,23009
1185,05000US23011,121289,23011
1186,05000US23013,39700,23013
1187,05000US23015,34021,23015
1188,05000US23017,57230,23017
1189,05000US23019,152284,23019
1190,05000US23021,16960,23021
1191,05000US23023,35149,23023
1192,05000US23025,50994,23025
1193,05000US23027,39280,23027
1194,05000US23029,31822,23029
1195,05000US23031,201454,23031
1196,05000US24001,72591,24001
1197,05000US24003,564600,24003
1198,05000US24005,828637,24005
1199,05000US24009,90824,24009
1200,05000US24011,32785,24011
1201,05000US24013,167319,24013
1202,05000US24015,102416,24015
1203,05000US24017,156021,24017
1204,05000US24019,32386,24019
1205,05000US24021,246105,24021
1206,05000US24023,29516,24023
1207,05000US24025,250132,24025
1208,05000US24027,312495,24027
1209,05000US24029,19666,24029
1210,05000US24031,1039198,24031
1211,05000US24033,905161,24033
1212,05000US24035,49071,24035
1213,05000US24037,110979,24037
1214,05000US24039,25801,24039
1215,05000US24041,37461,24041
1216,05000US24043,149546,24043
1217,05000US24045,102014,24045
1218,05000US24047,51559,24047
1219,05000US24510,619796,24510
1220,05000US25001,213900,25001
1221,05000US25003,127751,25003
1222,05000US25005,557016,25005
1223,05000US25007,17275,25007
1224,05000US25009,775860,25009
1225,05000US25011,70926,25011
1226,05000US25013,469188,25013
1227,05000US25015,161197,25015
1228,05000US25017,1582857,25017
1229,05000US25019,10912,25019
1230,05000US25021,694389,25021
1231,05000US25023,509114,25023
1232,05000US25025,780685,25025
1233,05000US25027,818249,25027
1234,05000US26001,10413,26001
1235,05000US26003,9254,26003
1236,05000US26005,114145,26005
1237,05000US26007,28730,26007
1238,05000US26009,23133,26009
1239,05000US26011,15238,26011
1240,05000US26013,8580,26013
1241,05000US26015,59607,26015
1242,05000US26017,105350,26017
1243,05000US26019,17462,26019
1244,05000US26021,154948,26021
1245,05000US26023,43543,26023
1246,05000US26025,134327,26025
1247,05000US26027,51397,26027
1248,05000US26029,26160,26029
1249,05000US26031,25475,26031
1250,05000US26033,38023,26033
1251,05000US26035,30597,26035
1252,05000US26037,77321,26037
1253,05000US26039,13821,26039
1254,05000US26041,36395,26041
1255,05000US26043,25694,26043
1256,05000US26045,108586,26045
1257,05000US26047,32978,26047
1258,05000US26049,410881,26049
1259,05000US26051,25324,26051
1260,05000US26053,15577,26053
1261,05000US26055,91222,26055
1262,05000US26057,41319,26057
1263,05000US26059,45909,26059
1264,05000US26061,36333,26061
1265,05000US26063,31750,26063
1266,05000US26065,286185,26065
1267,05000US26067,64147,26067
1268,05000US26069,25317,26069
1269,05000US26071,11291,26071
1270,05000US26073,70572,26073
1271,05000US26075,158989,26075
1272,05000US26077,259830,26077
1273,05000US26079,17358,26079
1274,05000US26081,636376,26081
1275,05000US26083,2136,26083
1276,05000US26085,11669,26085
1277,05000US26087,88205,26087
1278,05000US26089,21564,26089
1279,05000US26091,98585,26091
1280,05000US26093,186946,26093
1281,05000US26095,6406,26095
1282,05000US26097,10836,26097
1283,05000US26099,864019,26099
1284,05000US26101,24432,26101
1285,05000US26103,67145,26103
1286,05000US26105,28800,26105
1287,05000US26107,43181,26107
1288,05000US26109,23389,26109
1289,05000US26111,83489,26111
1290,05000US26113,14982,26113
1291,05000US26115,149619,26115
1292,05000US26117,62956,26117
1293,05000US26119,9290,26119
1294,05000US26121,172707,26121
1295,05000US26123,47899,26123
1296,05000US26125,1241860,26125
1297,05000US26127,26317,26127
1298,05000US26129,20979,26129
1299,05000US26131,6072,26131
1300,05000US26133,23221,26133
1301,05000US26135,8304,26135
1302,05000US26137,24247,26137
1303,05000US26139,280243,26139
1304,05000US26141,12854,26141
1305,05000US26143,23934,26143
1306,05000US26145,193803,26145
1307,05000US26147,159761,26147
1308,05000US26149,60890,26149
1309,05000US26151,41535,26151
1310,05000US26153,8114,26153
1311,05000US26155,68617,26155
1312,05000US26157,53569,26157
1313,05000US26159,75190,26159
1314,05000US26161,361509,26161
1315,05000US26163,1763822,26163
1316,05000US26165,32915,26165
1317,05000US27001,15841,27001
1318,05000US27003,344861,27003
1319,05000US27005,33552,27005
1320,05000US27007,45847,27007
1321,05000US27009,39360,27009
1322,05000US27011,5039,27011
1323,05000US27013,65767,27013
1324,05000US27015,25243,27015
1325,05000US27017,35408,27017
1326,05000US27019,98799,27019
1327,05000US27021,28810,27021
1328,05000US27023,12040,27023
1329,05000US27025,54297,27025
1330,05000US27027,62040,27027
1331,05000US27029,8824,27029
1332,05000US27031,5270,27031
1333,05000US27033,11437,27033
1334,05000US27035,63505,27035
1335,05000US27037,414655,27037
1336,05000US27039,20485,27039
1337,05000US27041,36891,27041
1338,05000US27043,13966,27043
1339,05000US27045,20825,27045
1340,05000US27047,30619,27047
1341,05000US27049,46138,27049
1342,05000US27051,5923,27051
1343,05000US27053,1224763,27053
1344,05000US27055,18709,27055
1345,05000US27057,20743,27057
1346,05000US27059,38584,27059
1347,05000US27061,45237,27061
1348,05000US27063,10104,27063
1349,05000US27065,15948,27065
1350,05000US27067,42577,27067
1351,05000US27069,4384,27069
1352,05000US27071,12776,27071
1353,05000US27073,6840,27073
1354,05000US27075,10578,27075
1355,05000US27077,3841,27077
1356,05000US27079,27810,27079
1357,05000US27081,5724,27081
1358,05000US27083,25789,27083
1359,05000US27085,35816,27085
1360,05000US27087,5500,27087
1361,05000US27089,9397,27089
1362,05000US27091,20084,27091
1363,05000US27093,23105,27093
1364,05000US27095,25635,27095
1365,05000US27097,32880,27097
1366,05000US27099,39386,27099
1367,05000US27101,8394,27101
1368,05000US27103,33477,27103
1369,05000US27105,21854,27105
1370,05000US27107,6589,27107
1371,05000US27109,151685,27109
1372,05000US27111,57790,27111
1373,05000US27113,14197,27113
1374,05000US27115,29057,27115
1375,05000US27117,9229,27117
1376,05000US27119,31564,27119
1377,05000US27121,10932,27121
1378,05000US27123,537893,27123
1379,05000US27125,4017,27125
1380,05000US27127,15430,27127
1381,05000US27129,14798,27129
1382,05000US27131,65251,27131
1383,05000US27133,9433,27133
1384,05000US27135,15537,27135
1385,05000US27137,200294,27137
1386,05000US27139,141463,27139
1387,05000US27141,92024,27141
1388,05000US27143,14888,27143
1389,05000US27145,155300,27145
1390,05000US27147,36612,27147
1391,05000US27149,9759,27149
1392,05000US27151,9448,27151
1393,05000US27153,24423,27153
1394,05000US27155,3357,27155
1395,05000US27157,21490,27157
1396,05000US27159,13626,27159
1397,05000US27161,18898,27161
1398,05000US27163,250979,27163
1399,05000US27165,10936,27165
1400,05000US27167,6398,27167
1401,05000US27169,50992,27169
1402,05000US27171,131130,27171
1403,05000US27173,9930,27173
1404,05000US28001,31583,28001
1405,05000US28003,37242,28003
1406,05000US28005,12574,28005
1407,05000US28007,18731,28007
1408,05000US28009,8306,28009
1409,05000US28011,33121,28011
1410,05000US28013,14617,28013
1411,05000US28015,10221,28015
1412,05000US28017,17305,28017
1413,05000US28019,8360,28019
1414,05000US28021,9106,28021
1415,05000US28023,16089,28023
1416,05000US28025,19990,28025
1417,05000US28027,24296,28027
1418,05000US28029,28748,28029
1419,05000US28031,19172,28031
1420,05000US28033,173267,28033
1421,05000US28035,75835,28035
1422,05000US28037,7772,28037
1423,05000US28039,23545,28039
1424,05000US28041,13801,28041
1425,05000US28043,21379,28043
1426,05000US28045,46277,28045
1427,05000US28047,200491,28047
1428,05000US28049,243249,28049
1429,05000US28051,18267,28051
1430,05000US28053,8678,28053
1431,05000US28055,1296,28055
1432,05000US28057,23439,28057
1433,05000US28059,141314,28059
1434,05000US28061,16547,28061
1435,05000US28063,7463,28063
1436,05000US28065,11639,28065
1437,05000US28067,68328,28067
1438,05000US28069,10082,28069
1439,05000US28071,52744,28071
1440,05000US28073,60517,28073
1441,05000US28075,78221,28075
1442,05000US28077,12659,28077
1443,05000US28079,22936,28079
1444,05000US28081,84840,28081
1445,05000US28083,30113,28083
1446,05000US28085,34542,28085
1447,05000US28087,59558,28087
1448,05000US28089,102212,28089
1449,05000US28091,25466,28091
1450,05000US28093,35981,28093
1451,05000US28095,35967,28095
1452,05000US28097,10309,28097
1453,05000US28099,29437,28099
1454,05000US28101,21437,28101
1455,05000US28103,10942,28103
1456,05000US28105,49392,28105
1457,05000US28107,34229,28107
1458,05000US28109,55049,28109
1459,05000US28111,12047,28111
1460,05000US28113,39763,28113
1461,05000US28115,31075,28115
1462,05000US28117,25389,28117
1463,05000US28119,7537,28119
1464,05000US28121,149645,28121
1465,05000US28123,28399,28123
1466,05000US28125,4631,28125
1467,05000US28127,27215,28127
1468,05000US28129,16114,28129
1469,05000US28131,17981,28131
1470,05000US28133,26915,28133
1471,05000US28135,14552,28135
1472,05000US28137,28333,28137
1473,05000US28139,21993,28139
1474,05000US28141,19476,28141
1475,05000US28143,10276,28143
1476,05000US28145,28202,28145
1477,05000US28147,14670,28147
1478,05000US28149,47510,28149
1479,05000US28151,48002,28151
1480,05000US28153,20458,28153
1481,05000US28155,9868,28155
1482,05000US28157,9084,28157
1483,05000US28159,18482,28159
1484,05000US28161,12426,28161
1485,05000US28163,27496,28163
1486,05000US29001,25437,29001
1487,05000US29003,17358,29003
1488,05000US29005,5335,29005
1489,05000US29007,25763,29007
1490,05000US29009,35398,29009
1491,05000US29011,11942,29011
1492,05000US29013,16405,29013
1493,05000US29015,18918,29015
1494,05000US29017,12347,29017
1495,05000US29019,174589,29019
1496,05000US29021,89425,29021
1497,05000US29023,42826,29023
1498,05000US29025,9046,29025
1499,05000US29027,44793,29027
1500,05000US29029,44855,29029
1501,05000US29031,78013,29031
1502,05000US29033,8909,29033
1503,05000US29035,6255,29035
1504,05000US29037,101888,29037
1505,05000US29039,13862,29039
1506,05000US29041,7586,29041
1507,05000US29043,83028,29043
1508,05000US29045,6807,29045
1509,05000US29047,236068,29047
1510,05000US29049,20495,29049
1511,05000US29051,76749,29051
1512,05000US29053,17620,29053
1513,05000US29055,24387,29055
1514,05000US29057,7581,29057
1515,05000US29059,16441,29059
1516,05000US29061,8300,29061
1517,05000US29063,12564,29063
1518,05000US29065,15566,29065
1519,05000US29067,13391,29067
1520,05000US29069,30905,29069
1521,05000US29071,102413,29071
1522,05000US29073,14769,29073
1523,05000US29075,6688,29075
1524,05000US29077,286759,29077
1525,05000US29079,10111,29079
1526,05000US29081,8615,29081
1527,05000US29083,21834,29083
1528,05000US29085,9352,29085
1529,05000US29087,4499,29087
1530,05000US29089,10144,29089
1531,05000US29091,40139,29091
1532,05000US29093,10286,29093
1533,05000US29095,688554,29095
1534,05000US29097,118522,29097
1535,05000US29099,222639,29099
1536,05000US29101,53941,29101
1537,05000US29103,3976,29103
1538,05000US29105,35488,29105
1539,05000US29107,32655,29107
1540,05000US29109,38131,29109
1541,05000US29111,10078,29111
1542,05000US29113,54800,29113
1543,05000US29115,12248,29115
1544,05000US29117,15025,29117
1545,05000US29119,22753,29119
1546,05000US29121,15319,29121
1547,05000US29123,12226,29123
1548,05000US29125,8959,29125
1549,05000US29127,28703,29127
1550,05000US29129,3669,29129
1551,05000US29131,24947,29131
1552,05000US29133,13916,29133
1553,05000US29135,15904,29135
1554,05000US29137,8676,29137
1555,05000US29139,11618,29139
1556,05000US29141,20097,29141
1557,05000US29143,18030,29143
1558,05000US29145,58237,29145
1559,05000US29147,22744,29147
1560,05000US29149,10779,29149
1561,05000US29151,13610,29151
1562,05000US29153,9328,29153
1563,05000US29155,17344,29155
1564,05000US29157,19135,29157
1565,05000US29159,42309,29159
1566,05000US29161,44873,29161
1567,05000US29163,18517,29163
1568,05000US29165,96899,29165
1569,05000US29167,31347,29167
1570,05000US29169,53132,29169
1571,05000US29171,4846,29171
1572,05000US29173,10208,29173
1573,05000US29175,24987,29175
1574,05000US29177,22859,29177
1575,05000US29179,6361,29179
1576,05000US29181,13807,29181
1577,05000US29183,385115,29183
1578,05000US29185,9396,29185
1579,05000US29186,17882,29186
1580,05000US29187,66248,29187
1581,05000US29189,999539,29189
1582,05000US29195,23010,29195
1583,05000US29197,4450,29197
1584,05000US29199,4883,29199
1585,05000US29201,38858,29201
1586,05000US29203,8273,29203
1587,05000US29205,6084,29205
1588,05000US29207,29634,29207
1589,05000US29209,31529,29209
1590,05000US29211,6382,29211
1591,05000US29213,54308,29213
1592,05000US29215,25714,29215
1593,05000US29217,20665,29217
1594,05000US29219,33554,29219
1595,05000US29221,24968,29221
1596,05000US29223,13369,29223
1597,05000US29225,37558,29225
1598,05000US29227,2053,29227
1599,05000US29229,18304,29229
1600,05000US29510,314867,29510
1601,05000US30001,9360,30001
1602,05000US30003,13290,30003
1603,05000US30005,6646,30005
1604,05000US30007,5755,30007
1605,05000US30009,10466,30009
1606,05000US30011,1320,30011
1607,05000US30013,81816,30013
1608,05000US30015,5812,30015
1609,05000US30017,11895,30017
1610,05000US30019,1788,30019
1611,05000US30021,9324,30021
1612,05000US30023,9131,30023
1613,05000US30025,2925,30025
1614,05000US30027,11327,30027
1615,05000US30029,96147,30029
1616,05000US30031,100733,30031
1617,05000US30033,1086,30033
1618,05000US30035,13677,30035
1619,05000US30037,747,30037
1620,05000US30039,3206,30039
1621,05000US30041,16468,30041
1622,05000US30043,11625,30043
1623,05000US30045,1965,30045
1624,05000US30047,29518,30047
1625,05000US30049,66290,30049
1626,05000US30051,2245,30051
1627,05000US30053,19249,30053
1628,05000US30055,1728,30055
1629,05000US30057,7902,30057
1630,05000US30059,2000,30059
1631,05000US30061,4194,30061
1632,05000US30063,114231,30063
1633,05000US30065,4766,30065
1634,05000US30067,16001,30067
1635,05000US30069,453,30069
1636,05000US30071,4139,30071
1637,05000US30073,6081,30073
1638,05000US30075,1610,30075
1639,05000US30077,6852,30077
1640,05000US30079,1325,30079
1641,05000US30081,41387,30081
1642,05000US30083,11405,30083
1643,05000US30085,11218,30085
1644,05000US30087,9292,30087
1645,05000US30089,11414,30089
1646,05000US30091,3568,30091
1647,05000US30093,34514,30093
1648,05000US30095,9342,30095
1649,05000US30097,3646,30097
1650,05000US30099,6040,30099
1651,05000US30101,5031,30101
1652,05000US30103,790,30103
1653,05000US30105,7561,30105
1654,05000US30107,2108,30107
1655,05000US30109,1121,30109
1656,05000US30111,156332,30111
1657,05000US31001,31564,31001
1658,05000US31003,6406,31003
1659,05000US31005,421,31005
1660,05000US31007,728,31007
1661,05000US31009,502,31009
1662,05000US31011,5357,31011
1663,05000US31013,11200,31013
1664,05000US31015,2049,31015
1665,05000US31017,3058,31017
1666,05000US31019,48834,31019
1667,05000US31021,6546,31021
1668,05000US31023,8105,31023
1669,05000US31025,25513,31025
1670,05000US31027,8561,31027
1671,05000US31029,3803,31029
1672,05000US31031,5792,31031
1673,05000US31033,10012,31033
1674,05000US31035,6264,31035
1675,05000US31037,10616,31037
1676,05000US31039,9039,31039
1677,05000US31041,10836,31041
1678,05000US31043,20529,31043
1679,05000US31045,8972,31045
1680,05000US31047,23925,31047
1681,05000US31049,1901,31049
1682,05000US31051,5765,31051
1683,05000US31053,36576,31053
1684,05000US31055,549706,31055
1685,05000US31057,2017,31057
1686,05000US31059,5603,31059
1687,05000US31061,3019,31061
1688,05000US31063,2624,31063
1689,05000US31065,4814,31065
1690,05000US31067,21632,31067
1691,05000US31069,1913,31069
1692,05000US31071,1958,31071
1693,05000US31073,2019,31073
1694,05000US31075,682,31075
1695,05000US31077,2436,31077
1696,05000US31079,61233,31079
1697,05000US31081,9149,31081
1698,05000US31083,3469,31083
1699,05000US31085,957,31085
1700,05000US31087,2860,31087
1701,05000US31089,10293,31089
1702,05000US31091,684,31091
1703,05000US31093,6385,31093
1704,05000US31095,7276,31095
1705,05000US31097,5200,31097
1706,05000US31099,6547,31099
1707,05000US31101,8129,31101
1708,05000US31103,720,31103
1709,05000US31105,3688,31105
1710,05000US31107,8496,31107
1711,05000US31109,306357,31109
1712,05000US31111,35569,31111
1713,05000US31113,919,31113
1714,05000US31115,537,31115
1715,05000US31117,432,31117
1716,05000US31119,35062,31119
1717,05000US31121,7829,31121
1718,05000US31123,4903,31123
1719,05000US31125,3569,31125
1720,05000US31127,7041,31127
1721,05000US31129,4318,31129
1722,05000US31131,15875,31131
1723,05000US31133,2704,31133
1724,05000US31135,2904,31135
1725,05000US31137,9163,31137
1726,05000US31139,7175,31139
1727,05000US31141,32875,31141
1728,05000US31143,5244,31143
1729,05000US31145,10870,31145
1730,05000US31147,8045,31147
1731,05000US31149,1381,31149
1732,05000US31151,14325,31151
1733,05000US31153,175188,31153
1734,05000US31155,20953,31155
1735,05000US31157,36509,31157
1736,05000US31159,17045,31159
1737,05000US31161,5241,31161
1738,05000US31163,3048,31163
1739,05000US31165,1256,31165
1740,05000US31167,6020,31167
1741,05000US31169,5133,31169
1742,05000US31171,643,31171
1743,05000US31173,7055,31173
1744,05000US31175,4252,31175
1745,05000US31177,20414,31177
1746,05000US31179,9409,31179
1747,05000US31181,3597,31181
1748,05000US31183,846,31183
1749,05000US31185,13832,31185
1750,05000US32001,24022,32001
1751,05000US32003,2112436,32003
1752,05000US32005,47632,32005
1753,05000US32007,52377,32007
1754,05000US32009,1102,32009
1755,05000US32011,1728,32011
1756,05000US32013,17088,32013
1757,05000US32015,5887,32015
1758,05000US32017,5203,32017
1759,05000US32019,52303,32019
1760,05000US32021,4471,32021
1761,05000US32023,43296,32023
1762,05000US32027,6661,32027
1763,05000US32029,3891,32029
1764,05000US32031,445551,32031
1765,05000US32033,9858,32033
1766,05000US32510,54219,32510
1767,05000US33001,60383,33001
1768,05000US33003,47524,33003
1769,05000US33005,76109,33005
1770,05000US33007,32119,33007
1771,05000US33009,89280,33009
1772,05000US33011,406371,33011
1773,05000US33013,147958,33013
1774,05000US33015,302479,33015
1775,05000US33017,126552,33017
1776,05000US33019,43073,33019
1777,05000US34001,272926,34001
1778,05000US34003,937920,34003
1779,05000US34005,449192,34005
1780,05000US34007,510996,34007
1781,05000US34009,94549,34009
1782,05000US34011,154952,34011
1783,05000US34013,800401,34013
1784,05000US34015,291372,34015
1785,05000US34017,679756,34017
1786,05000US34019,125717,34019
1787,05000US34021,373362,34021
1788,05000US34023,837288,34023
1789,05000US34025,627551,34025
1790,05000US34027,498847,34027
1791,05000US34029,589699,34029
1792,05000US34031,510563,34031
1793,05000US34033,63776,34033
1794,05000US34035,333316,34035
1795,05000US34037,143570,34037
1796,05000US34039,557320,34039
1797,05000US34041,107088,34041
1798,05000US35001,674855,35001
1799,05000US35003,3547,35003
1800,05000US35005,65454,35005
1801,05000US35006,27049,35006
1802,05000US35007,12522,35007
1803,05000US35009,50283,35009
1804,05000US35011,2016,35011
1805,05000US35013,213849,35013
1806,05000US35015,56793,35015
1807,05000US35017,28382,35017
1808,05000US35019,4426,35019
1809,05000US35021,546,35021
1810,05000US35023,4446,35023
1811,05000US35025,69505,35025
1812,05000US35027,19497,35027
1813,05000US35028,18031,35028
1814,05000US35029,24319,35029
1815,05000US35031,72849,35031
1816,05000US35033,4605,35033
1817,05000US35035,65130,35035
1818,05000US35037,8447,35037
1819,05000US35039,39455,35039
1820,05000US35041,19313,35041
1821,05000US35043,138815,35043
1822,05000US35045,128221,35045
1823,05000US35047,28203,35047
1824,05000US35049,147514,35049
1825,05000US35051,11254,35051
1826,05000US35053,17098,35053
1827,05000US35055,32809,35055
1828,05000US35057,15534,35057
1829,05000US35059,4216,35059
1830,05000US35061,75845,35061
1831,05000US36001,308580,36001
1832,05000US36003,47400,36003
1833,05000US36005,1455846,36005
1834,05000US36007,196124,36007
1835,05000US36009,78175,36009
1836,05000US36011,78319,36011
1837,05000US36013,130846,36013
1838,05000US36015,86883,36015
1839,05000US36017,48763,36017
1840,05000US36019,81224,36019
1841,05000US36021,61481,36021
1842,05000US36023,48334,36023
1843,05000US36025,45950,36025
1844,05000US36027,295685,36027
1845,05000US36029,923995,36029
1846,05000US36031,38233,36031
1847,05000US36033,51054,36033
1848,05000US36035,53955,36035
1849,05000US36037,58537,36037
1850,05000US36039,47791,36039
1851,05000US36041,4646,36041
1852,05000US36043,62943,36043
1853,05000US36045,116567,36045
1854,05000US36047,2635121,36047
1855,05000US36049,26845,36049
1856,05000US36051,64373,36051
1857,05000US36053,71760,36053
1858,05000US36055,748680,36055
1859,05000US36057,49500,36057
1860,05000US36059,1363069,36059
1861,05000US36061,1653877,36061
1862,05000US36063,212675,36063
1863,05000US36065,232324,36065
1864,05000US36067,467669,36067
1865,05000US36069,109491,36069
1866,05000US36071,378174,36071
1867,05000US36073,41584,36073
1868,05000US36075,119833,36075
1869,05000US36077,60750,36077
1870,05000US36079,99464,36079
1871,05000US36081,2339280,36081
1872,05000US36083,159800,36083
1873,05000US36085,475948,36085
1874,05000US36087,325027,36087
1875,05000US36089,110817,36089
1876,05000US36091,226632,36091
1877,05000US36093,155239,36093
1878,05000US36095,31611,36095
1879,05000US36097,18112,36097
1880,05000US36099,34843,36099
1881,05000US36101,97539,36101
1882,05000US36103,1497595,36103
1883,05000US36105,75783,36105
1884,05000US36107,49322,36107
1885,05000US36109,104415,36109
1886,05000US36111,180129,36111
1887,05000US36113,64701,36113
1888,05000US36115,62183,36115
1889,05000US36117,91442,36117
1890,05000US36119,975321,36119
1891,05000US36121,40886,36121
1892,05000US36123,25083,36123
1893,05000US37001,157844,37001
1894,05000US37003,37159,37003
1895,05000US37005,10935,37005
1896,05000US37007,25531,37007
1897,05000US37009,26833,37009
1898,05000US37011,17535,37011
1899,05000US37013,47316,37013
1900,05000US37015,19913,37015
1901,05000US37017,34130,37017
1902,05000US37019,122586,37019
1903,05000US37021,252268,37021
1904,05000US37023,88898,37023
1905,05000US37025,196716,37025
1906,05000US37027,81805,37027
1907,05000US37029,10336,37029
1908,05000US37031,68699,37031
1909,05000US37033,22833,37033
1910,05000US37035,156182,37035
1911,05000US37037,68364,37037
1912,05000US37039,27463,37039
1913,05000US37041,14370,37041
1914,05000US37043,10753,37043
1915,05000US37045,97038,37045
1916,05000US37047,56589,37047
1917,05000US37049,103374,37049
1918,05000US37051,332766,37051
1919,05000US37053,25247,37053
1920,05000US37055,35412,37055
1921,05000US37057,164118,37057
1922,05000US37059,41766,37059
1923,05000US37061,59350,37061
1924,05000US37063,300865,37063
1925,05000US37065,54032,37065
